;tender_name;data_created;tender_id;data_execution;documents;organization;goods
44;"Моющие и чистящие средства для нужд АО ""КЦ"" Филиал Алтайский бройлер.";Дата создания: 5 марта 2024;ID: 868025;Прием заявок до: 12 марта 2024 23:00 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'GRASS Гель для душа парфюмированный ""Sargan"" 5 литров. Для мужчин и женщин ( без замены)', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19686765/view'}, {'name': 'SYNERGETIC Средство для стекол и зеркал, 500мл', 'count': '2', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19686766/view'}, {'name': 'Бальзам для волос ""Чистая линия"" 380 мл', 'count': '20', 'type': '2', 'url': 'https://www.tender.pro/api/position/19686767/view'}, {'name': 'Бумага туалетная 1-слойная Набережные Челны без втулки', 'count': '2820', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19686768/view'}, {'name': 'Ватные диски Я Самая ,120шт', 'count': '10', 'type': '20', 'url': 'https://www.tender.pro/api/position/19686769/view'}, {'name': 'Гель для душа ""Sargan"" (канистра 5л) (Аналоги не рассматриваем)', 'count': '4', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19686770/view'}, {'name': 'Гель для стирки ""Большая стирка"" Color 3л', 'count': '10', 'type': '2820', 'url': 'https://www.tender.pro/api/position/19686771/view'}, {'name': 'Гель для унитаза Силит Бенг Cillit Bang ""Антиналет + Блеск. Сила цитруса"", 750 мл', 'count': '1', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19686772/view'}, {'name': 'Губка для посуды, 95х65х30, в уп. 10 шт.', 'count': '89', 'type': '10', 'url': 'https://www.tender.pro/api/position/19686773/view'}, {'name': 'Губка металлическая для посуды', 'count': '6', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19686774/view'}, {'name': 'Моющие и чистящие средства для нужд АО ""КЦ"" Филиал Алтайский бройлер.', 'count': 'ID', 'type': '4', 'url': 'https://www.tender.pro/api/tender/868025/view_public'}]"
45;Материалы водотеплоснабжения и канализации № 986 (id867897);Дата создания: 5 марта 2024;ID: 867897;Прием заявок до: 14 марта 2024 23:00 MSK;[];ООО ФЕДОРОВО МИНЕРАЛЗ;[{'name': 'Теплоизоляционная вата с фольгой рулонная ISOVER сауна 50мм (15м2)', 'count': '20', 'type': '20', 'url': 'https://www.tender.pro/api/position/19685385/view'}, {'name': 'Поплавковый выключатель двойного действия (груша) PDP-05, до 220v', 'count': '23', 'type': 'уп', 'url': 'https://www.tender.pro/api/position/19685386/view'}, {'name': 'Утеплитель Isover САУНА 50/E/К-1200x12500', 'count': '10', 'type': '23', 'url': 'https://www.tender.pro/api/position/19685387/view'}, {'name': 'Скважинный насос DWC-4-140 центробежный диаметр 4*, 2200Вт 6000 л/ч напор 140 м// Denzel', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19685388/view'}, {'name': 'Труба SDR 6 PN20 ф20х3,4 мм (140) (Valfex), 4м БЕЛАЯ', 'count': '200', 'type': '10', 'url': 'https://www.tender.pro/api/position/19685389/view'}, {'name': 'Труба SDR 6 PN20 ф25х4,2 мм (100) (Valfex), 4м БЕЛАЯ', 'count': '300', 'type': 'уп', 'url': 'https://www.tender.pro/api/position/19685390/view'}, {'name': 'Труба SDR 6 PN20 ф32х5,4 мм (60) (Valfex), 4м БЕЛАЯ', 'count': '300', 'type': '2', 'url': 'https://www.tender.pro/api/position/19685391/view'}, {'name': 'Труба SDR 6 PN20 ф40х6,7 мм (40) (Valfex), 4м БЕЛАЯ', 'count': '150', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19685392/view'}, {'name': 'Труба SDR 6 PN20 ф50х8,3 мм (24) (Valfex), 4м БЕЛАЯ', 'count': '75', 'type': '200', 'url': 'https://www.tender.pro/api/position/19685393/view'}, {'name': 'Труба SDR 6 PN20 ф63х10,5 мм (20) (Valfex), 4м БЕЛАЯ', 'count': '75', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19685394/view'}, {'name': 'Материалы водотеплоснабжения и канализации № 986 (id867897)', 'count': 'ID', 'type': '300', 'url': 'https://www.tender.pro/api/tender/867897/view_public'}]
46;"Закупка электрооборудования для АЦ ООО ""ИСО"" Ачинск (id859304)   (3-й этап торгов) (id867189)";Дата создания: 5 марта 2024;ID: 867189;Прием заявок до: 10 марта 2024 23:00 MSK;[];Филиал ООО ИСО в г. Ачинск;"[{'name': '@Стойка кабельная К1151', 'count': '4', 'type': '4', 'url': 'https://www.tender.pro/api/position/19678222/view'}, {'name': 'Полка кабельная К-1161', 'count': '12', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19678223/view'}, {'name': 'Лоток кабельный НЛ-20Е 200x50 S1.2 L2000', 'count': '5', 'type': '12', 'url': 'https://www.tender.pro/api/position/19678224/view'}, {'name': 'Скоба К145', 'count': '20', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19678225/view'}, {'name': 'Профиль перф.Z-обр.оц.ПЗ-3ц 32х40х32 L2м', 'count': '2', 'type': '5', 'url': 'https://www.tender.pro/api/position/19678226/view'}, {'name': 'Трансформатор ТПЛ-10-200/5', 'count': '2', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19678227/view'}, {'name': 'Наконечник кабельный кольц.НКИ-1.25-5', 'count': '45', 'type': '20', 'url': 'https://www.tender.pro/api/position/19678228/view'}, {'name': 'Наконечник кабельный кольц.НКИ-2.5-5', 'count': '100', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19678229/view'}, {'name': 'Наконечник штыревой НШвИ 1.5-8', 'count': '45', 'type': '2', 'url': 'https://www.tender.pro/api/position/19678230/view'}, {'name': 'DIN рейка 125мм', 'count': '1', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19678231/view'}, {'name': 'Закупка электрооборудования для АЦ ООО ""ИСО"" Ачинск (id859304)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/859304/view_public'}]"
47;Закупка Запорная арматура, отвод, труба, насос д /системы подачи холодной воды для ООО «ЭЛЬГА-ФАБРИКИ-2», бесплатная регистрация, базис поставки Республика Саха (Якутия), ж.д. станция 317-й км трассы Улак-Эльга, ВВП «Фабричный». (id867694);Дата создания: 5 марта 2024;ID: 867694;Прием заявок до: 6 марта 2024 23:00 MSK;[];ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЛЬГА-СЕРВИС;[{'name': 'Труба 89х4,5', 'count': '180', 'type': '180', 'url': 'https://www.tender.pro/api/position/19683284/view'}, {'name': 'Отвод П90 89х4,5(ДУ-80)', 'count': '20', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19683286/view'}, {'name': 'Кран шаровый стальной фланцевый ДУ-80 Ру-16', 'count': '8', 'type': '20', 'url': 'https://www.tender.pro/api/position/19683309/view'}, {'name': 'Циркуляционный насос 15 м3/ч Calpeda NR 50D/А 4кВт 380В', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19683310/view'}, {'name': 'Фланец стальной приварной Ду 80 мм', 'count': '20', 'type': '8', 'url': 'https://www.tender.pro/api/position/19683311/view'}]
48;"Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Ремонт траверсы верхней черт.№1073-06-01-000СБ, траверсы нижней черт.№1073-06-02-000СБ, трубы центральной черт.№М424-02-01СБ, гайки в сборе черт.№М424.02.09-А в кол-ве 9 комплектов; в апреле-ноябре 2024г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id867689)";Дата создания: 5 марта 2024;ID: 867689;Прием заявок до: 15 марта 2024 23:00 MSK;[];"Филиал ООО ""ИСО"" в г. Братск";"[{'name': 'Ремонт траверсы верхней черт.№1073-06-01-000СБ', 'count': '9', 'type': '9', 'url': 'https://www.tender.pro/api/position/19683108/view'}, {'name': 'Ремонт траверсы нижней черт.№1073-06-02-000СБ', 'count': '9', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19683109/view'}, {'name': 'Ремонт трубы центральной черт.№М424-02-01СБ', 'count': '9', 'type': '9', 'url': 'https://www.tender.pro/api/position/19683110/view'}, {'name': 'Ремонт гайки в сборе черт.№М424.02.09-А', 'count': '9', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19683111/view'}, {'name': 'Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Ремонт траверсы верхней черт.№1073-06-01-000СБ,\xa0траверсы нижней черт.№1073-06-02-000СБ,\xa0трубы центральной черт.№М424-02-01СБ,\xa0гайки в сборе черт.№М424.02.09-А в кол-ве 9 комплектов; в апреле-ноябре 2024г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id867689)', 'count': 'ID', 'type': '9', 'url': 'https://www.tender.pro/api/tender/867689/view_public'}]"
49;ООО «Инжиниринг Строительство Обслуживание» филиал в г. Новокузнецк приглашает  Вас  к  участию  в  отборе  поставщиков на поставку трубной продукции для подрядной организации (id867674);Дата создания: 5 марта 2024;ID: 867674;Прием заявок до: 13 марта 2024 13:00 MSK;[];Филиал ООО ИСО в г. Новокузнецк;[{'name': 'Труба бесшовная ф133*10, Ст.20., ГОСТ8732-78В ', 'count': '132.3', 'type': '132.3', 'url': 'https://www.tender.pro/api/position/19683030/view'}, {'name': 'Трубы бесшовной ф152*6 Ст.20., ГОСТ8732-78В ', 'count': '5', 'type': 'м ', 'url': 'https://www.tender.pro/api/position/19683031/view'}, {'name': 'ООО «Инжиниринг Строительство Обслуживание» филиал в г. Новокузнецк приглашает  Вас  к  участию  в  отборе  поставщиков на поставку трубной продукции для подрядной организации (id867674)', 'count': 'ID', 'type': '5', 'url': 'https://www.tender.pro/api/tender/867674/view_public'}]
50;Дробь стальная на апрель-май- июнь 2024 (id867642);Дата создания: 4 марта 2024;ID: 867642;Прием заявок до: 6 марта 2024 10:00 MSK;[];"Акционерное общество ""ЗАГОРСКИЙ ТРУБНЫЙ ЗАВОД""";[{'name': 'Дробь стальная колотая для очистки наружной поверхности трубы (GP25/WGL025/GP18)', 'count': '110', 'type': '110', 'url': 'https://www.tender.pro/api/position/19682579/view'}, {'name': 'Дробь стальная литая (аналог WS280)', 'count': '30', 'type': 'тонны', 'url': 'https://www.tender.pro/api/position/19682580/view'}]
51;Закупка запасных частей к клеточному оборудованию (137) ТБ  (id867614);Дата создания: 4 марта 2024;ID: 867614;Прием заявок до: 13 марта 2024 12:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Конечный узел кормления - Avimax150transit', 'count': '2', 'type': '2', 'url': 'https://www.tender.pro/api/position/19682269/view'}, {'name': '32-80-3405 конечный узел 5E-655 AM 5x0,55kW AMX150transit', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19682270/view'}, {'name': '32-80-3190 Ветровая защита п/ярус AMX150/transit', 'count': '10', 'type': '2', 'url': 'https://www.tender.pro/api/position/19682271/view'}, {'name': '31-74-3145 Кон/узел 5яр-655 ПУ5x1,1 HD2L-plus 120м AMX150transit с интегр/лифт.', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19682272/view'}, {'name': '11-31-3248 Cпираль 35,4x45x19,4x3,85 спрв AM/SA пог/м', 'count': '732', 'type': '10', 'url': 'https://www.tender.pro/api/position/19682273/view'}, {'name': '37-97-0050 клеточный блок 2412 5E-655 AMX150transit', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19682274/view'}, {'name': '83-03-6813 Колено 45град. 89x3,5 радиус 1568 Flex-Vey 90', 'count': '2', 'type': '2', 'url': 'https://www.tender.pro/api/position/19682275/view'}, {'name': '83-03-6811 Подающая труба 89x3,5-3095 ПВХ Flex-Vey 90', 'count': '8', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19682276/view'}, {'name': '11-05-1082 Натяжной вал в сборе 19мм АМ с кольцом Зегера+корпус подшипника', 'count': '5', 'type': '732', 'url': 'https://www.tender.pro/api/position/19682277/view'}, {'name': '25-59-1703 Спираль 70,5 x 50 x 46,5 x 4 прав. FlexVey 90/SA', 'count': '50', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19682278/view'}, {'name': 'Закупка запасных частей к клеточному оборудованию (137) ТБ\xa0 (id867614)', 'count': 'ID', 'type': '6', 'url': 'https://www.tender.pro/api/tender/867614/view_public'}]
52;Металлопрокат (март) (id867520);Дата создания: 4 марта 2024;ID: 867520;Прием заявок до: 6 марта 2024 08:00 MSK;[];"АО ""Каменск-Уральский завод по обработке цветных металлов""";[{'name': 'Круг 150 / ст. 3Х2В8Ф', 'count': '2', 'type': '2', 'url': 'https://www.tender.pro/api/position/19681764/view'}, {'name': 'Круг 150 / сталь45', 'count': '1', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19681765/view'}, {'name': 'Круг 60 / сталь 40Х', 'count': '500', 'type': '1', 'url': 'https://www.tender.pro/api/position/19681766/view'}, {'name': 'Лист х/к 2 / ст. 12Х18Н10Т', 'count': '50', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19681767/view'}, {'name': 'Труба 20х3 / ст. 20 х/к', 'count': '120', 'type': '500', 'url': 'https://www.tender.pro/api/position/19681768/view'}, {'name': 'Труба 21х4,0 / ст.12Х18Н10Т нержавеющ.', 'count': '50', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19681769/view'}, {'name': 'Труба 45x10 / ст.20', 'count': '520', 'type': '50', 'url': 'https://www.tender.pro/api/position/19681770/view'}, {'name': 'Труба 89х2,5 / 310 AISI нержавеющ.', 'count': '100', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19681771/view'}, {'name': 'Труба ДПРНМ 10х15х1,5 М1 медная мягкая в бухтах', 'count': '850', 'type': '120', 'url': 'https://www.tender.pro/api/position/19681772/view'}, {'name': 'Уголок 40х40х4 / Сталь 3', 'count': '50', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19681773/view'}]
53;Отбор на поставку цветного металлопроката февраль-май 2024 года.  (id856332) (2-й этап торгов) (id867455);Дата создания: 4 марта 2024;ID: 867455;Прием заявок до: 6 марта 2024 15:00 MSK;[];Филиал ООО ИСО в г. Ачинск;[{'name': 'Припой ПтКР 8 ПОС-30 ГОСТ 21931', 'count': '16', 'type': '16', 'url': 'https://www.tender.pro/api/position/19681026/view'}, {'name': 'Припой ПтКР 8 ПОС-61 ГОСТ 21931', 'count': '30', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19681027/view'}, {'name': 'Канифоль сосновая', 'count': '1', 'type': '30', 'url': 'https://www.tender.pro/api/position/19681028/view'}, {'name': 'Припой 3мм ПМФОЦр 6-4-0.03', 'count': '0.1', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19681029/view'}, {'name': 'Припой Л 1.5х7 ПОС-40 ГОСТ 21931', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19681030/view'}, {'name': 'Припой ПтКР 10 ПОС-30 ГОСТ 21931', 'count': '1', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19681031/view'}, {'name': 'Припой ПтКР 10 ПОС-40 ГОСТ 21931', 'count': '1', 'type': '0.1', 'url': 'https://www.tender.pro/api/position/19681032/view'}, {'name': 'Припой ПтКР 8 ПОС-61 ГОСТ 21931', 'count': '6', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19681033/view'}, {'name': 'Труба медная 12х2', 'count': '0.6', 'type': '1', 'url': 'https://www.tender.pro/api/position/19681034/view'}, {'name': 'Труба медная 14х2', 'count': '0.7', 'type': 'КГ', 'url': 'https://www.tender.pro/api/position/19681035/view'}, {'name': 'Отбор на поставку цветного металлопроката февраль-май 2024 года.\xa0 (id856332)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/856332/view_public'}]
54;"Закупка для АО ""СУБР"" (г. Североуральск Свердловская область) труб и фитингов ПНД  в 2 кв 2024 года. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id867433)";Дата создания: 4 марта 2024;ID: 867433;Прием заявок до: 11 марта 2024 23:00 MSK;[];Акционерное общество Севуралбокситруда;"[{'name': 'Втулка под фланец ПЭ100 SDR11 110', 'count': '20', 'type': '20', 'url': 'https://www.tender.pro/api/position/19680844/view'}, {'name': 'Втулка под фланец ПЭ100 SDR11 63', 'count': '20', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19680845/view'}, {'name': 'Ключ для зажима фитингов 63-110', 'count': '5', 'type': '20', 'url': 'https://www.tender.pro/api/position/19680846/view'}, {'name': 'Кран шаровый компрес.ПНД Ду63 Ру10', 'count': '25', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19680847/view'}, {'name': 'Кран шаровый компрессионный ПНД Ду25 Ру16', 'count': '15', 'type': '5', 'url': 'https://www.tender.pro/api/position/19680848/view'}, {'name': 'Муфта компрессионная ПНД D25', 'count': '130', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19680849/view'}, {'name': 'Муфта компрессионная ПНД D25x1 ВР', 'count': '125', 'type': '25', 'url': 'https://www.tender.pro/api/position/19680850/view'}, {'name': 'Муфта компрессионная ПНД D25x1 НР', 'count': '125', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19680851/view'}, {'name': 'Муфта компрессионная ПНД D63', 'count': '115', 'type': '15', 'url': 'https://www.tender.pro/api/position/19680852/view'}, {'name': 'Муфта компрессионная ПНД D63х2 ВР', 'count': '115', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19680853/view'}, {'name': 'Закупка для АО ""СУБР"" (г. Североуральск Свердловская область) труб и фитингов ПНД\xa0 в 2 кв 2024 года. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id867433)', 'count': 'ID', 'type': '130', 'url': 'https://www.tender.pro/api/tender/867433/view_public'}]"
55;Отбор поставщиков трубного металлопроката для поставки в марте 2024 г. (из наличия на складе, срочная поставка) для филиала ОП ООО «ИСО» Емельяновский район Красноярского края. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id866438);Дата создания: 4 марта 2024;ID: 866438;Прием заявок до: 6 марта 2024 10:00 MSK;[];"Филиал ООО ""ИСО"" в г. Красноярск";[{'name': 'Труба 25х4 Ст20 ГОСТ 8732-78', 'count': '0.015', 'type': '0.015', 'url': 'https://www.tender.pro/api/position/19669461/view'}, {'name': 'Труба 42х4 Ст10 ГОСТ 8732-78', 'count': '0.076', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19669462/view'}, {'name': 'Труба проф.80х80х5 СтC345 ГОСТ 30245', 'count': '5.163', 'type': '0.076', 'url': 'https://www.tender.pro/api/position/19669463/view'}, {'name': 'Труба проф.100х100х5 СтC345 ГОСТ 30245', 'count': '48.667', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19669464/view'}, {'name': 'Труба проф.120х120х5 Ст20 ГОСТ 30245', 'count': '19.488', 'type': '5.163', 'url': 'https://www.tender.pro/api/position/19669465/view'}, {'name': 'Труба проф.200х100х6 СтC345 ГОСТ 30245', 'count': '10.456', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19669466/view'}, {'name': 'Труба проф.150х150х6 СтC345 ГОСТ 30245', 'count': '9.731', 'type': '48.667', 'url': 'https://www.tender.pro/api/position/19669467/view'}, {'name': 'Труба проф.60х60х4 Ст09Г2С ГОСТ 30245', 'count': '0.523', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19669468/view'}, {'name': 'Отбор поставщиков трубного металлопроката для поставки в марте 2024 г. (из наличия на складе, срочная поставка) для филиала ОП ООО «ИСО» Емельяновский район Красноярского края. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id866438)', 'count': 'ID', 'type': '19.488', 'url': 'https://www.tender.pro/api/tender/866438/view_public'}]
56;"Открытый аукцион на закупку металлопроката для ООО ""Руссоль"". (id865708) (2-й этап торгов) (id867300)";Дата создания: 4 марта 2024;ID: 867300;Прием заявок до: 5 марта 2024 10:00 MSK;[];"Общество с ограниченной ответственностью ""Руссоль""";"[{'name': 'Профильная стальная труба 60х40х5 ГОСТ 30245-2003', 'count': '1210', 'type': '1210', 'url': 'https://www.tender.pro/api/position/19679272/view'}, {'name': 'Швеллер стальной  14П ГОСТ 8240-97', 'count': '1195', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19679273/view'}, {'name': 'Круг стальной  60 мм СТ3', 'count': '125', 'type': '1195', 'url': 'https://www.tender.pro/api/position/19679274/view'}, {'name': 'Круг стальной 195 мм Ст3', 'count': '235', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19679275/view'}, {'name': 'Открытый аукцион на закупку металлопроката для ООО ""Руссоль"". (id865708)', 'count': 'ID', 'type': '125', 'url': 'https://www.tender.pro/api/tender/865708/view_public'}]"
57;закупка труб Д530 (id867292);Дата создания: 4 марта 2024;ID: 867292;Прием заявок до: 12 марта 2024 23:00 MSK;[];"Акционерное общество ""Архангельский целлюлозно-бумажный комбинат""";[{'name': 'ТРУБА 530Х6 СТ 17Г1С ГОСТ 20295-85', 'count': '47', 'type': '47', 'url': 'https://www.tender.pro/api/position/19679249/view'}, {'name': 'ТРУБА 530Х6 СТ.20 ГОСТ10704-91', 'count': '15430.46', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19679250/view'}]
58;Трубы ГОСТ 8732, ГОСТ 8645 (id867143);Дата создания: 4 марта 2024;ID: 867143;Прием заявок до: 4 марта 2024 13:00 MSK;[];"Акционерное общество ""Металлург""";[{'name': 'Труба 54х11 ГОСТ 8732-78/20Х ГОСТ 8731-74', 'count': '0.815', 'type': '0.815', 'url': 'https://www.tender.pro/api/position/19677634/view'}, {'name': 'Труба 50х30х2 ГОСТ 8645-68/20 ГОСТ 13663-86', 'count': '0.03', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19677635/view'}, {'name': 'Труба 121х5 ГОСТ 8732-78/20 ГОСТ 8731-74', 'count': '0.03', 'type': '0.03', 'url': 'https://www.tender.pro/api/position/19677637/view'}, {'name': 'Труба 73х5 ГОСТ 8732-78/20 ГОСТ 8731-74', 'count': '0.15', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19677638/view'}, {'name': 'Труба 50х7 ГОСТ 8732-78/20 ГОСТ 8731-74', 'count': '0.2', 'type': '0.03', 'url': 'https://www.tender.pro/api/position/19677639/view'}]
59;"Металлопрокат. Поставка до 12.03.2024г в ООО ""Сибэлектро"", г.Новокузнецк. Для участия не требуется ЭЦП и пакет учредительных документов. (id867137)";Дата создания: 4 марта 2024;ID: 867137;Шаг переторжки в минутах: Этап торгов, продлевающий процедуру на указанное время после каждой ставки участника10 мин.;[];ООО СИБЭЛЕКТРО;[{'name': 'Лист 14 сталь 3', 'count': '8.8', 'type': '8.8', 'url': 'https://www.tender.pro/api/position/19677571/view'}, {'name': 'Лист 25 Сталь 3', 'count': '5.2', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19677572/view'}, {'name': 'Лист 25 Сталь 09Г2С', 'count': '3.5', 'type': '5.2', 'url': 'https://www.tender.pro/api/position/19677573/view'}, {'name': 'Лист S50 Сталь 09Г2С', 'count': '3.5', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19677574/view'}, {'name': 'Лист S30 Сталь 09Г2С', 'count': '2.1', 'type': '3.5', 'url': 'https://www.tender.pro/api/position/19677575/view'}, {'name': 'Лист S40 Сталь 09Г2С', 'count': '2.8', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19677576/view'}, {'name': 'Уголок 63х63х5 Сталь 3', 'count': '1.35', 'type': '3.5', 'url': 'https://www.tender.pro/api/position/19677577/view'}, {'name': 'Швеллер 10П Сталь 3', 'count': '1.8', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19677578/view'}, {'name': 'Труба 120х120х5 сталь 3', 'count': '1', 'type': '2.1', 'url': 'https://www.tender.pro/api/position/19677579/view'}, {'name': 'Труба 80х40х3 Сталь 3', 'count': '0.4', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19677580/view'}]
60;"Монтаж трубы ПНД по основному помещению                                                                                ООО ""Сибэлектро"" г. Новокузнецк Шоссе Бызовское, 4 (id867115)";Дата создания: 4 марта 2024;ID: 867115;Прием заявок до: 18 марта 2024 12:00 MSK;[];ООО СИБЭЛЕКТРО;"[{'name': 'Монтаж трубы ПНД по основному помещению ООО ""Сибэлектро"" г. Новокузнецк Шоссе Бызовское, 4', 'count': '650', 'type': '650', 'url': 'https://www.tender.pro/api/position/19677411/view'}, {'name': 'Монтаж трубы ПНД по основному помещению                                                                                ООО ""Сибэлектро"" г. Новокузнецк Шоссе Бызовское, 4 (id867115)', 'count': 'ID', 'type': 'метров', 'url': 'https://www.tender.pro/api/tender/867115/view_public'}]"
61;Тендерная процедура закупки инструментов для отдела ЭХ  Закупочные процедуры № 000000033 (id867091);Дата создания: 4 марта 2024;ID: 867091;Прием заявок до: 11 марта 2024 23:00 MSK;[];ООО ФЕДОРОВО МИНЕРАЛЗ;[{'name': 'Набор сверл по металлу 1-10мм, 19шт', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19677032/view'}, {'name': 'Набор головок торцевых, трещотка 120 зубьев, 36 предметов GROSS/14145', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19677033/view'}, {'name': 'Набор бит PH2х127мм, сталь S2, 5 шт Gross/11202', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19677034/view'}, {'name': 'Сумка HanD Werker для инструмента GROSS/90272', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19677035/view'}, {'name': 'Набор бит Эксперт Универсал ЗУБР/26096-H122', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19677036/view'}, {'name': 'Фонарь налобный HL-04 Gigant', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19677037/view'}, {'name': 'Пистолет для монтажной пены металлический', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19677038/view'}, {'name': 'Калибратор-измерителъ ИКСУ 2000 Элемер', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19677039/view'}, {'name': 'Мультиметр цифровой 289/FVF Fluke', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19677040/view'}, {'name': 'Инвентор сварочный САИ-315 Ресанта', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19677041/view'}, {'name': 'Тендерная процедура закупки инструментов для отдела ЭХ\xa0\xa0Закупочные процедуры № 000000033 (id867091)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/867091/view_public'}]
